filepath,label,group_id,subject_ids,socofing_files,sha256,split
data/datasets/A-/cluster_1_2046.BMP,A-,SUBJECT_GROUP_0195,195,195__M_Right_ring_finger.BMP,c0bd51defb6bb619d11f70a4bf6c56f258c42ec3f59e1399a6542a4f1035fcce,train
data/datasets/A-/cluster_1_2049.BMP,A-,SUBJECT_GROUP_0401,407,407__M_Left_little_finger.BMP,7274ba37ade6886e37e46ec0966888e6aa5f4989a06b5fbd221dd391c6ebdc44,train
data/datasets/A-/cluster_1_2057.BMP,A-,SUBJECT_GROUP_0412,419,419__F_Right_middle_finger.BMP,6cbc6dc018c905bd13ec7e3e7f6af04154e7b61dbf5d5b4a8a328b1122614421,train
data/datasets/A-/cluster_1_2063.BMP,A-,SUBJECT_GROUP_0563,573,573__F_Right_thumb_finger.BMP,5096a51e9567c60aec5ddadc1f486bd4ebd38156b13847220cb1e4f4d2096896,test
data/datasets/A-/cluster_1_2068.BMP,A-,SUBJECT_GROUP_0561,571,571__F_Left_index_finger.BMP,787b0161aef29d3c93106f09ba70453d77318ce4d3ff2761e794888fb597b8c7,train
data/datasets/A-/cluster_1_2073.BMP,A-,SUBJECT_GROUP_0096,96,96__M_Left_middle_finger.BMP,c826a8a975face9bd94997e0a62ae7bd6fe332cd5cf1fe1c7090630b3d63bbc8,test
data/datasets/A-/cluster_1_2077.BMP,A-,SUBJECT_GROUP_0254,258,258__M_Right_index_finger.BMP,da08fdb54cfa17d746a21151250986f33fdfd9ca024c255a30a8ab603803b4f8,train
data/datasets/A-/cluster_1_2079.BMP,A-,SUBJECT_GROUP_0396,402,402__M_Right_little_finger.BMP,a6a3a1e87d6634de64fb3c109b53ffd6cda08e59b07b254bcd7b03fcb1ef14ad,train
data/datasets/A-/cluster_1_2084.BMP,A-,SUBJECT_GROUP_0366,371,371__M_Right_middle_finger.BMP,98eb87f04cbf0757aebb67aabbb08b1bf3ce41b5b0bd0be7a18c5a2ec0f91f07,train
data/datasets/A-/cluster_1_2089.BMP,A-,SUBJECT_GROUP_0293,298,298__M_Left_middle_finger.BMP,953421d0a0265641a75d069fddbc20915962b89ba413c28fcc293dbe2b068834,train
data/datasets/A-/cluster_1_2093.BMP,A-,SUBJECT_GROUP_0375,381,381__M_Left_index_finger.BMP,29fbf6f35f9e3de3e3a890b3a0cc449cf6d55ee4da307712fe46f9aa2f67fad1,train
data/datasets/A-/cluster_1_2095.BMP,A-,SUBJECT_GROUP_0122,122,122__M_Right_thumb_finger.BMP,ee5311ccf68a4d985caf2cfda55d6623c000b359527e6338e8e402d291635940,test
data/datasets/A-/cluster_1_2098.BMP,A-,SUBJECT_GROUP_0266,271,271__M_Left_middle_finger.BMP,01344e2f3bd29abc5f8b33f8e5cbcbf890c4fc9112bbd087eea8df0764afaa35,train
data/datasets/A-/cluster_1_2099.BMP,A-,SUBJECT_GROUP_0268,273,273__M_Left_middle_finger.BMP,f2f279e2c7dcac792aff44c163479e86b71e4485692fc315b18bb1a4a0f5bc31,train
data/datasets/A-/cluster_1_2102.BMP,A-,SUBJECT_GROUP_0308,313,313__M_Right_middle_finger.BMP,0238f418d33a877e6ae24ec73189802ee1a5cb1fe2f62a44e077bc3e0a20532d,train
data/datasets/A-/cluster_1_2103.BMP,A-,SUBJECT_GROUP_0093,93,93__M_Right_middle_finger.BMP,049b390f54965dfde74e31801e0ae34fbc21b40f26f024618371907610c4b463,train
data/datasets/A-/cluster_1_2106.BMP,A-,SUBJECT_GROUP_0412,419,419__F_Left_index_finger.BMP,b914efdfdde1d551fdb365ab51e1135856e03c10f5f89bc8edfe84cce12f088b,train
data/datasets/A-/cluster_1_2107.BMP,A-,SUBJECT_GROUP_0019,19,19__M_Right_index_finger.BMP,132b53cfdc04b97beea62889c7a23f70e0f78468dbd785c5b0471eac22163be1,train
data/datasets/A-/cluster_1_2109.BMP,A-,SUBJECT_GROUP_0493,500,500__M_Right_thumb_finger.BMP,f1ead688f79ca4162db13e04b63147dae2cd54b71b1ec67c41ffa00bebeb85d3,validation
data/datasets/A-/cluster_1_2110.BMP,A-,SUBJECT_GROUP_0068,68,68__M_Right_little_finger.BMP,726f5c804bf9b0c239becfb6b0577bf52691bd9bd095cab09c08e6ea482d8ad7,test
data/datasets/A-/cluster_1_2111.BMP,A-,SUBJECT_GROUP_0305,310,310__M_Left_thumb_finger.BMP,53f5aba402f3146b2f680824867303864a0d350653b7e27ecc65e9c4a27f7939,train
data/datasets/A-/cluster_1_2124.BMP,A-,SUBJECT_GROUP_0130,130,130__F_Left_little_finger.BMP,8b60db6c6a61efff930322782baa8b3fb01071ffbc0297f0d66b563c081d40a8,train
data/datasets/A-/cluster_1_2143.BMP,A-,SUBJECT_GROUP_0358,363,363__M_Left_ring_finger.BMP,fe63d35d7fd4f1fee64e5917d26b0375be6fa7e1d7d22dbb90bdd0a7f6f910f3,test
data/datasets/A-/cluster_1_2145.BMP,A-,SUBJECT_GROUP_0375,381,381__M_Left_ring_finger.BMP,5757e1c8bda525d0590ab7a85d7a9ae8eb25348d14e3a792115990d863869cb0,train
data/datasets/A-/cluster_1_2147.BMP,A-,SUBJECT_GROUP_0141,141,141__F_Left_index_finger.BMP,7d858f9e94d1204ea39d5843dedfb94d16c2c9972ce11c476651b471aec9ea8b,test
data/datasets/A-/cluster_1_2148.BMP,A-,SUBJECT_GROUP_0300,305,305__M_Left_ring_finger.BMP,41ac34813acfff4303d6a87bb22ba4e944a7358e2dcce5261a0fb8c6263f5db9,test
data/datasets/A-/cluster_1_2152.BMP,A-,SUBJECT_GROUP_0132,132,132__M_Right_middle_finger.BMP,62c35817fed64c26d29971e7b83ad08d66448dba3ff1386389202bce826f0738,test
data/datasets/A-/cluster_1_2171.BMP,A-,SUBJECT_GROUP_0328,333,333__M_Right_middle_finger.BMP,b3cad0545ed8f757e8798e03f14b4c5113ab7196cd52686acc5ee98f193be39a,train
data/datasets/A-/cluster_1_2176.BMP,A-,SUBJECT_GROUP_0472,479,479__F_Right_middle_finger.BMP,4f7f1a3e1eecc74069ee65ac7d38bf5c4a1b0abcb20b8ff3a36f99bd57f1d4f0,train
data/datasets/A-/cluster_1_2180.BMP,A-,SUBJECT_GROUP_0269,274,274__M_Left_index_finger.BMP,a5995578d9313fae48861d68d717171a33c9cf2f3181022886d03eaf285ea0f3,test
data/datasets/A-/cluster_1_2184.BMP,A-,SUBJECT_GROUP_0014,14,14__M_Right_index_finger.BMP,98280efaa33e815fbe5fd8a14d7d85c8a774133dc93cda23755f90d01c093b1f,train
data/datasets/A-/cluster_1_2188.BMP,A-,SUBJECT_GROUP_0425,432,432__M_Right_thumb_finger.BMP,84343897f5a0057e864b4380bc1498e2ce6e08291e46a901641c829de120b874,train
data/datasets/A-/cluster_1_2191.BMP,A-,SUBJECT_GROUP_0422,429,429__M_Right_ring_finger.BMP,1ba6fa043eb8bedd30caf7dbd8f726b6fd5d9d81c91fd460c732d4041d64a0aa,train
data/datasets/A-/cluster_1_2192.BMP,A-,SUBJECT_GROUP_0140,140,140__F_Right_thumb_finger.BMP,560a0e7427a591da9fa3c67c632fd0948ced8948f42297221fd0c86c3d58ea74,train
data/datasets/A-/cluster_1_2194.BMP,A-,SUBJECT_GROUP_0401,407,407__M_Right_little_finger.BMP,fa241e415af508ba184e8dd52100e555d83e36a4198aee95557c617ad4535856,train
data/datasets/A-/cluster_1_2199.BMP,A-,SUBJECT_GROUP_0092,204,204__F_Right_ring_finger.BMP,8361b78eb5af33e23b14e95a0b82b4220e0d026a813aa3165d3415d573baa2b4,validation
data/datasets/A-/cluster_1_22.BMP,A-,SUBJECT_GROUP_0499,506,506__M_Right_thumb_finger.BMP,c660ab9a01a761b7c55429dbd733ff5121a0468240e30ecaa1de8ddddb238320,test
data/datasets/A-/cluster_1_221.BMP,A-,SUBJECT_GROUP_0304,309,309__M_Left_middle_finger.BMP,5c7c3fa3bf7f7b8d16e5e08e82d24e05c32feb90817120aab5ad89430a40c143,validation
data/datasets/A-/cluster_1_2214.BMP,A-,SUBJECT_GROUP_0250,254,254__M_Right_index_finger.BMP,8c6b5433f5e6291d284af75db0bc0d1593caab225a30715f4e46cbd9fcc67a35,validation
data/datasets/A-/cluster_1_2218.BMP,A-,SUBJECT_GROUP_0482,489,489__M_Right_middle_finger.BMP,0006dfde199c8d14457afbb9112aeb13b4dc4c58c9d32e0a4fac4cc06eb3ab84,train
data/datasets/A-/cluster_1_2222.BMP,A-,SUBJECT_GROUP_0481,488,488__M_Right_middle_finger.BMP,774bf7eb8f59ae7ad817966362de3fd774ce09d9070986e6e11072798442cbfd,train
data/datasets/A-/cluster_1_2223.BMP,A-,SUBJECT_GROUP_0160,160,160__M_Right_ring_finger.BMP,e19949957f26ff9d972e2b83babb8f5dd0ca859d1e271c30066f488a12f793dc,train
data/datasets/A-/cluster_1_2227.BMP,A-,SUBJECT_GROUP_0379,385,385__M_Right_thumb_finger.BMP,e24320bf4c6c774f99bfdf29e2e509ae32d24435cca0319cbad17eee2db30cab,train
data/datasets/A-/cluster_1_2230.BMP,A-,SUBJECT_GROUP_0314,319,319__M_Right_little_finger.BMP,0e023052a445a7ecf9f52ae27df453a3eb1856b858c4215beed3700485430fb5,test
data/datasets/A-/cluster_1_2242.BMP,A-,SUBJECT_GROUP_0229,232,232__M_Right_middle_finger.BMP,e02abca860e9474191d7777fb48f6c38090bfbdbcd130f54adc2164c13ab1e7a,train
data/datasets/A-/cluster_1_2253.BMP,A-,SUBJECT_GROUP_0355,360,360__M_Right_index_finger.BMP,df1e6c57be3611ec4676b8c42956926e129f144eae5e07782dc3a5682d4c8043,test
data/datasets/A-/cluster_1_2258.BMP,A-,SUBJECT_GROUP_0370,375,375__M_Right_little_finger.BMP,f2f2b2dfbadab83eae148be646a3324f1cbff9eb07a51467f7d64a2cccd4728b,train
data/datasets/A-/cluster_1_2261.BMP,A-,SUBJECT_GROUP_0221,224,224__M_Right_thumb_finger.BMP,afa0139f7b87de94540ec6a9853077ff6df4c0f698875467f64a2f59a30ab485,train
data/datasets/A-/cluster_1_2263.BMP,A-,SUBJECT_GROUP_0142,142,142__F_Right_index_finger.BMP,516c79162e259af7dda15654e0626332d1f8d5eba51a61f9ffe3eef868b51986,train
data/datasets/A-/cluster_1_2267.BMP,A-,SUBJECT_GROUP_0345,350,350__M_Right_little_finger.BMP,8dc8882f7a4126c6798d9126c566c32e3bff7f6b7fcae9c4a51cb1cb8653e242,train
data/datasets/A-/cluster_1_2279.BMP,A-,SUBJECT_GROUP_0498,505,505__M_Right_little_finger.BMP,b26723d327e33c44e604b5ec987f427a5d62c1fb01ac3c5a4afa29c0bf1d57a9,train
data/datasets/A-/cluster_1_2284.BMP,A-,SUBJECT_GROUP_0062,62,62__M_Right_ring_finger.BMP,ea648379c576411f08d23d83f9580a132d09ddc6a5547680e1e2372ff5f83b44,train
data/datasets/A-/cluster_1_2287.BMP,A-,SUBJECT_GROUP_0063,63,63__M_Left_index_finger.BMP,6e4bc0502850d25b0ada36f54ac61475dabcba7652f3aa90b4453beb540d00db,train
data/datasets/A-/cluster_1_2294.BMP,A-,SUBJECT_GROUP_0253,257,257__M_Left_middle_finger.BMP,28d5cc5c9714c9cdb9e28c2c805db375c9d47d94de3e48a04eb6066078e2cd79,train
data/datasets/A-/cluster_1_2303.BMP,A-,SUBJECT_GROUP_0020,20,20__M_Right_middle_finger.BMP,e3113b4ba21a888dd2024f64c7c9389205b83d1330052410c7b2fe2471c10e6f,train
data/datasets/A-/cluster_1_2313.BMP,A-,SUBJECT_GROUP_0574,586,586__M_Left_ring_finger.BMP,d53a0bd9ee17a105f5ae01adc7997318e93890b090add3b5d1702fb4c3d75d7c,test
data/datasets/A-/cluster_1_2315.BMP,A-,SUBJECT_GROUP_0260,265,265__M_Left_ring_finger.BMP,abad368d55d012a1d80da758c3dabb960bcb58fdd37f7d5d5998ff21ed5738e7,test
data/datasets/A-/cluster_1_2318.BMP,A-,SUBJECT_GROUP_0334,339,339__M_Right_index_finger.BMP,c7dc9efd62bef08f4492febd41a88a01644ec2c00aa884a25563172e13979007,validation
data/datasets/A-/cluster_1_2324.BMP,A-,SUBJECT_GROUP_0184,184,184__M_Right_little_finger.BMP,39bf6efe03f2517abd5bcb793b8b11cae3e54faca53c7610ef132a6ecf2cd39b,train
data/datasets/A-/cluster_1_2326.BMP,A-,SUBJECT_GROUP_0262,267,267__M_Left_ring_finger.BMP,cdff9b385023ed997ee1be7d0d2424d5b48f448d7c862aa563d4313fbdd46d53,test
data/datasets/A-/cluster_1_2328.BMP,A-,SUBJECT_GROUP_0207,209,209__F_Right_middle_finger.BMP,025d09cb32bb63aaf17691c953e69680f33517059409787d2e72e3247c7b9ea5,train
data/datasets/A-/cluster_1_2334.BMP,A-,SUBJECT_GROUP_0282,287,287__M_Right_index_finger.BMP,c6854c289d17bee80951697e8ab32147364740dac398b9d877371a6ec52686ab,train
data/datasets/A-/cluster_1_2339.BMP,A-,SUBJECT_GROUP_0445,452,452__F_Right_thumb_finger.BMP,e472f5536dffd420adf8562d567d3bad30281f6985169a031b8fe50accde7092,train
data/datasets/A-/cluster_1_2341.BMP,A-,SUBJECT_GROUP_0011,11,11__M_Right_little_finger.BMP,4c13b1c073ac5accf093d179d2e8c8f632854db9f83a9776f1dd8e5596fc79c1,train
data/datasets/A-/cluster_1_2350.BMP,A-,SUBJECT_GROUP_0547,557,557__M_Left_middle_finger.BMP,8adb21e5651bba5db86d4fb6e3b0b4b99912383f94a925ef2ae1a75e6a299a45,test
data/datasets/A-/cluster_1_2356.BMP,A-,SUBJECT_GROUP_0530,538,538__M_Right_ring_finger.BMP,ce24944112940b73ed3b4f67b3c7d31298bb4ff556db691b1c4cee5385617c98,train
data/datasets/A-/cluster_1_2357.BMP,A-,SUBJECT_GROUP_0195,195,195__M_Right_index_finger.BMP,03e04b2aab2e625fd42405d6d69683d677c74be905f8430fec7fc53708baa3ff,train
data/datasets/A-/cluster_1_237.BMP,A-,SUBJECT_GROUP_0012,12,12__M_Left_ring_finger.BMP,d6b732a5ab960c9406e7d3bc44cb5f470366b6b4369819dedccdb3d394d178c3,train
data/datasets/A-/cluster_1_2370.BMP,A-,SUBJECT_GROUP_0248,252,252__F_Left_thumb_finger.BMP,b574d027f0bcf55f3b3e822cc90c6820cea12020d556c8266ec83478fc0def0b,test
data/datasets/A-/cluster_1_2371.BMP,A-,SUBJECT_GROUP_0426,433,433__M_Left_middle_finger.BMP,e6cc4115671b583a5936078c78585c76116157361b0c60bd4bcc2c32d69fa27c,validation
data/datasets/A-/cluster_1_2376.BMP,A-,SUBJECT_GROUP_0281,286,286__M_Left_thumb_finger.BMP,f8d96a03498013fe864e63b03c80980a6b43ca3523874f9f6055412aa5b8b952,train
data/datasets/A-/cluster_1_2378.BMP,A-,SUBJECT_GROUP_0367,372,372__M_Right_middle_finger.BMP,1df95e6e49ac02cc081ec1d3292e068e68d8e98ae7b30035e654df21027ef140,train
data/datasets/A-/cluster_1_2380.BMP,A-,SUBJECT_GROUP_0146,146,146__M_Right_middle_finger.BMP,3e973b01863c57a54f56175cd093f70cec6829ee0635025d73dad58be83d1334,test
data/datasets/A-/cluster_1_2386.BMP,A-,SUBJECT_GROUP_0167,167,167__M_Right_middle_finger.BMP,11b6dd79cce326c577624265259cde09d1e4a1acd08b5f3f82006cd0f1ea3661,train
data/datasets/A-/cluster_1_2396.BMP,A-,SUBJECT_GROUP_0011,11,11__M_Right_index_finger.BMP,38fd23ce47001da915e7e38ab4045c5a7cf0235b44ccfe91ccba2ea6f06b668e,train
data/datasets/A-/cluster_1_2400.BMP,A-,SUBJECT_GROUP_0003,3,3__M_Right_middle_finger.BMP,9a7bbc77540eebff2cd9c74f32ffae2a078b1c934bd03a2f832aef40505bb3c0,validation
data/datasets/A-/cluster_1_2401.BMP,A-,SUBJECT_GROUP_0204,206,206__M_Right_middle_finger.BMP,8f8719b5f5293ccb84274bd3db55eb463bf2da63fd53bdf1d4caea13b443184d,validation
data/datasets/A-/cluster_1_2403.BMP,A-,SUBJECT_GROUP_0438,445,445__M_Right_little_finger.BMP,cdcdc611ba38f0158923a056be5b7eb94642e7b26bd24254911f223544f4bbca,train
data/datasets/A-/cluster_1_2405.BMP,A-,SUBJECT_GROUP_0569,580,580__M_Right_ring_finger.BMP,ac350e02d6e13f70d291dbed0b58c4d8d51a5c259f2905dc225d54e7239fb620,test
data/datasets/A-/cluster_1_2422.BMP,A-,SUBJECT_GROUP_0380,386,386__M_Right_index_finger.BMP,8064bc37792513eb5cdedea0add61f74dbc8a8b45578cdecc387235396d6e106,train
data/datasets/A-/cluster_1_2439.BMP,A-,SUBJECT_GROUP_0055,55,55__M_Right_little_finger.BMP,c11bf9cb6b89c5a13f6c05cce0986daff3fe2d94460c33fecd33b59a75304d14,train
data/datasets/A-/cluster_1_2441.BMP,A-,SUBJECT_GROUP_0510,518,518__M_Left_middle_finger.BMP,f1fec59ecac9f8550831951f487f757de40082edaa3d92e509879cb25e684987,train
data/datasets/A-/cluster_1_2454.BMP,A-,SUBJECT_GROUP_0317,322,322__M_Left_index_finger.BMP,23c44a127557fd0223eb65124e0f041360869d5190ea02325415fd83a1092725,train
data/datasets/A-/cluster_1_246.BMP,A-,SUBJECT_GROUP_0281,286,286__M_Left_index_finger.BMP,17a5459964b188004337be1062462e4dcd34104259284f141dc10f3539090cb6,train
data/datasets/A-/cluster_1_2479.BMP,A-,SUBJECT_GROUP_0036,36,36__M_Right_middle_finger.BMP,ac0635d19222b63a5f5e4325814609f122652d8e98f83c0d258bbb71f3abfbd3,train
data/datasets/A-/cluster_1_2480.BMP,A-,SUBJECT_GROUP_0334,339,339__M_Right_ring_finger.BMP,427d09762a0350696e38511b2e7fc476176379200aed026a98d25693d0f463c5,validation
data/datasets/A-/cluster_1_2483.BMP,A-,SUBJECT_GROUP_0553,563,563__M_Right_middle_finger.BMP,d0395dd3c4432a47df1a4944b627a1730994838aea2bec97540c90a115331e5d,train
data/datasets/A-/cluster_1_2486.BMP,A-,SUBJECT_GROUP_0415,422,422__M_Right_index_finger.BMP,601afd3e52ed53f04d686923bca919f8ea77c24b3288f2cae2149769852095d5,train
data/datasets/A-/cluster_1_2489.BMP,A-,SUBJECT_GROUP_0109,109,109__F_Right_ring_finger.BMP,27c3f0b3ee8d8f3148b1f3b1e3ed0508cfcf640c151f8b6f7d880fcd388bb3d9,train
data/datasets/A-/cluster_1_2490.BMP,A-,SUBJECT_GROUP_0270,275,275__F_Right_index_finger.BMP,94c34702bd91f94f913de339622b09880158212d66e4f766a08a72844da987eb,validation
data/datasets/A-/cluster_1_2491.BMP,A-,SUBJECT_GROUP_0208,210,210__M_Right_thumb_finger.BMP,4146bca6ec89f48e39887776b1c134db8aea15fad25974ac4816fbdf01016a43,train
data/datasets/A-/cluster_1_2493.BMP,A-,SUBJECT_GROUP_0313,318,318__F_Right_thumb_finger.BMP,c2a915a7012fe104075d5ce9838d8636325b4e70c253130600aa7b453afb865f,test
data/datasets/A-/cluster_1_2495.BMP,A-,SUBJECT_GROUP_0364,369,369__F_Left_thumb_finger.BMP,24002f58b827f30b463233ca6e860df2503a0efaa4118075cbb12c63882d0b64,validation
data/datasets/A-/cluster_1_2497.BMP,A-,SUBJECT_GROUP_0083,83,83__M_Right_little_finger.BMP,9dcfa7627fb1fe0becbc82b7e08c105e1e17679be1d42e670e6841683f1efacf,train
data/datasets/A-/cluster_1_2506.BMP,A-,SUBJECT_GROUP_0016,16,16__M_Left_middle_finger.BMP,e03b5e0ffab48f716acafc1b8a28ebad461c9b7d5f513acb5465d527ea39e775,train
data/datasets/A-/cluster_1_2508.BMP,A-,SUBJECT_GROUP_0292,553,553__M_Left_middle_finger.BMP,67f68c1f69370d90fb6da3646218da41bb0529e47ca097a886fe0cd02d4800fe,test
data/datasets/A-/cluster_1_2518.BMP,A-,SUBJECT_GROUP_0479,486,486__M_Right_thumb_finger.BMP,83d051214f14387c4274640770c70c972e1640167889b242d42f7d6e537e71c6,train
data/datasets/A-/cluster_1_2523.BMP,A-,SUBJECT_GROUP_0544,552,552__M_Right_ring_finger.BMP,28b3907ea84f5e9e5a960724e2122d34225c7f8fb5845aa2f86558011eb5326b,train
data/datasets/A-/cluster_1_2531.BMP,A-,SUBJECT_GROUP_0431,438,438__M_Left_middle_finger.BMP,7c337302cf2b20409316aeba2d126e1d24d805c4929d2ea76fd5eb1cf2dd1a1b,train
data/datasets/A-/cluster_1_2534.BMP,A-,SUBJECT_GROUP_0536,544,544__M_Left_index_finger.BMP,791001b18b0a433663ddd70ec0c13b42697a1c14db9664c95bf45c39f4affb46,train
data/datasets/A-/cluster_1_2538.BMP,A-,SUBJECT_GROUP_0260,265,265__M_Left_index_finger.BMP,7d7e9c60ce3a6ef3dbcce541dba60f7506186f7c06f9afd56e9f86d2fdb98a36,test
data/datasets/A-/cluster_1_2554.BMP,A-,SUBJECT_GROUP_0264,269,269__M_Right_little_finger.BMP,90acee9e27e8ed0caf5cf6789e51d8b66445ec48063d2336da7c5060805efccd,train
data/datasets/A-/cluster_1_2557.BMP,A-,SUBJECT_GROUP_0182,182,182__M_Left_middle_finger.BMP,809bc1a6ca2ce4bfad0d41bef4e3706b7b5b79482454e6aa0c9e5659e6eb79b5,train
data/datasets/A-/cluster_1_2565.BMP,A-,SUBJECT_GROUP_0341,346,346__M_Left_ring_finger.BMP,5bf8f004798c5e2ebe591ebd17972ce7d85b46fbe14f8a26290946bcfd519402,train
data/datasets/A-/cluster_1_2573.BMP,A-,SUBJECT_GROUP_0341,346,346__M_Left_thumb_finger.BMP,132aa06218de1280639c035c2acf5d595425bbd9ece4e83d7b9594fe0083b4a3,train
data/datasets/A-/cluster_1_2575.BMP,A-,SUBJECT_GROUP_0078,78,78__F_Right_middle_finger.BMP,950b92116f6ecf10854937e9f80159dbff111dff8893e103aadbe658aa165637,train
data/datasets/A-/cluster_1_2592.BMP,A-,SUBJECT_GROUP_0338,343,343__M_Left_middle_finger.BMP,f15178088b69deabd04b66c9b5d4ff21be3335dae0dd813c607c20b2f460eb73,train
data/datasets/A-/cluster_1_2593.BMP,A-,SUBJECT_GROUP_0130,130,130__F_Right_middle_finger.BMP,fb7772e867441bf7c7dd67fa880507dc122b4ba6ae1585680ad09e5f6c32e39a,train
data/datasets/A-/cluster_1_2604.BMP,A-,SUBJECT_GROUP_0175,175,175__M_Right_middle_finger.BMP,d87cc2215fd9588c74f23eda6c7a58792e21f3afcbfeb9efa80419c217e43dbb,train
data/datasets/A-/cluster_1_2612.BMP,A-,SUBJECT_GROUP_0577,589,589__M_Right_ring_finger.BMP,7118b0e305d5063653c034d882974e6777519adc8be5afed14a43776ff80340b,validation
data/datasets/A-/cluster_1_2613.BMP,A-,SUBJECT_GROUP_0325,330,330__M_Right_index_finger.BMP,557b91064eff4a09e4849ba2430e32fa29b9ce6c892855a68a03d42d0c593b62,train
data/datasets/A-/cluster_1_2615.BMP,A-,SUBJECT_GROUP_0578,591,591__M_Right_middle_finger.BMP,36eddb887eaf60f40d204c4d08adc0c0200267e10e2e949b3a16715f847c5f99,test
data/datasets/A-/cluster_1_2627.BMP,A-,SUBJECT_GROUP_0536,544,544__M_Right_middle_finger.BMP,99173f81736969818502314cae22a8bc17bd1ee693f0960df91e578afe8cd088,train
data/datasets/A-/cluster_1_2638.BMP,A-,SUBJECT_GROUP_0281,286,286__M_Left_middle_finger.BMP,b7dde043aea89bb06e9e9622ccf767d996f3f121dc3be1f90f75ff99c7fbf4e7,train
data/datasets/A-/cluster_1_2647.BMP,A-,SUBJECT_GROUP_0065,65,65__M_Right_thumb_finger.BMP,b91aa77fb2c60aeb5d7ae1f62011fad008a6e0ff7563e70a7d8c4c27f422419b,train
data/datasets/A-/cluster_1_2650.BMP,A-,SUBJECT_GROUP_0014,14,14__M_Right_middle_finger.BMP,3835a5481e6860f944e919a5de302e4a4b7cf7ed0384fbf546928f97ceab61bb,train
data/datasets/A-/cluster_1_2654.BMP,A-,SUBJECT_GROUP_0546,556,556__F_Right_ring_finger.BMP,035b19c091232f77acd37f58b46b143cc7f4fd5332447de479c36bcdbe3745c7,train
data/datasets/A-/cluster_1_2661.BMP,A-,SUBJECT_GROUP_0542,550,550__F_Left_ring_finger.BMP,358be8db89a5bf0cf803ec35efd741dbee66928cbe7fe4e5f18641941c9b2f4d,train
data/datasets/A-/cluster_1_2663.BMP,A-,SUBJECT_GROUP_0251,255,255__M_Left_index_finger.BMP,cc59747c3c8aec9a7a17729c14820ed65d0967a360c5ee3a918535958dc10d8f,train
data/datasets/A-/cluster_1_2681.BMP,A-,SUBJECT_GROUP_0503,510,510__M_Right_index_finger.BMP,6cf40d96273556815585576133150c237a2e4fa1717830fdfecccb23f2c41a77,train
data/datasets/A-/cluster_1_2694.BMP,A-,SUBJECT_GROUP_0568,579,579__M_Right_middle_finger.BMP,d0b66c49f16014abc817182bf1f41a3199535956d4f0168d2d838e7fa7c07a9e,train
data/datasets/A-/cluster_1_270.BMP,A-,SUBJECT_GROUP_0063,63,63__M_Right_thumb_finger.BMP,fceb7a2181cecb9b147739f4f66ad120148e48b7a7be76e0f69a0127a3240f0f,train
data/datasets/A-/cluster_1_2707.BMP,A-,SUBJECT_GROUP_0430,437,437__M_Right_thumb_finger.BMP,d8ccf229dc9b66818a85bb5c8d98504fffd043399afd329c82e41f461e1c842b,test
data/datasets/A-/cluster_1_2718.BMP,A-,SUBJECT_GROUP_0396,402,402__M_Left_index_finger.BMP,1ef43a59cef465a17059791bfb74c5ed35e7172670f30961b769f9bf6f6face5,train
data/datasets/A-/cluster_1_2741.BMP,A-,SUBJECT_GROUP_0202,202,202__M_Right_thumb_finger.BMP,35e16d219b31713c245049ce6a9447f8eed9d47302fa6dfd5818a7f4f5024bf1,test
data/datasets/A-/cluster_1_2745.BMP,A-,SUBJECT_GROUP_0318,323,323__M_Right_index_finger.BMP,136d00b86b5a4ed579f58553bdf3f9ea11201fbee7fadf48e90cffc2d6807e69,train
data/datasets/A-/cluster_1_2746.BMP,A-,SUBJECT_GROUP_0433,440,440__M_Right_index_finger.BMP,628e9794a5b2b362abf9ae4c7067320c33c9573c993f5a999ea006a3d9d1740b,train
data/datasets/A-/cluster_1_2747.BMP,A-,SUBJECT_GROUP_0131,131,131__M_Right_thumb_finger.BMP,c327cfda1d5ab2d8efb4435c4a3d107708fe450df7f091420a759136dc7d1cb3,train
data/datasets/A-/cluster_1_2752.BMP,A-,SUBJECT_GROUP_0299,304,304__M_Right_thumb_finger.BMP,68b2adca98742d36e922ae49ac859852a08dbfe04a9adbaa679bb7679ace7c95,train
data/datasets/A-/cluster_1_2754.BMP,A-,SUBJECT_GROUP_0499,506,506__M_Right_index_finger.BMP,9915d291cf51276efb538a0195fc099cad0bcbcd7397151e6f7308e01f730cf7,test
data/datasets/A-/cluster_1_2757.BMP,A-,SUBJECT_GROUP_0438,445,445__M_Right_index_finger.BMP,07baf2c9aa56de870e4780fa9bf61378ca397aa2f21beaec572322eb82d75ec4,train
data/datasets/A-/cluster_1_2768.BMP,A-,SUBJECT_GROUP_0148,148,148__M_Right_ring_finger.BMP,f3477cd446236f4183858c1fe2da387f77ba69652e59250ba7c29fdea5e373bf,train
data/datasets/A-/cluster_1_2776.BMP,A-,SUBJECT_GROUP_0237,240,240__F_Right_index_finger.BMP,cd70e8646630a8190fd73de4178502f7a9a825c32248f48d26db87c27a6869be,train
data/datasets/A-/cluster_1_278.BMP,A-,SUBJECT_GROUP_0245,248,248__M_Right_index_finger.BMP,b7f14b8a55695b5e6b471467c7fd8da4c70e189fda9556b7e195147e7536f5e6,train
